Country,Code,Year,Consumption Change (TW)
Czechia,CZE,2017,9.095
Czechia,CZE,2018,-4.234
Czechia,CZE,2019,-8.052
Czechia,CZE,2020,-44.51
Denmark,DNK,1966,22.848
Denmark,DNK,1967,1.067
Denmark,DNK,1968,8.555
Denmark,DNK,1969,29.377
Denmark,DNK,1970,14.937
Denmark,DNK,1971,-13.354
Denmark,DNK,1972,12.707
Denmark,DNK,1973,-7.873
Denmark,DNK,1974,-21.156
Denmark,DNK,1975,-3.066
Denmark,DNK,1976,21.21
Denmark,DNK,1977,4.725
Denmark,DNK,1978,3.417
Denmark,DNK,1979,-0.495
Denmark,DNK,1980,-6.206
Denmark,DNK,1981,-23.718
Denmark,DNK,1982,-9.261
Denmark,DNK,1983,-10.021
Denmark,DNK,1984,3.171
Denmark,DNK,1985,24.461
Denmark,DNK,1986,4.564
Denmark,DNK,1987,-8.18
Denmark,DNK,1988,-2.754
Denmark,DNK,1989,-17.014
Denmark,DNK,1990,5.325
Denmark,DNK,1991,30.054
Denmark,DNK,1992,-15.772
Denmark,DNK,1993,12.155
Denmark,DNK,1994,16.927
Denmark,DNK,1995,-4.783
Denmark,DNK,1996,45.563
Denmark,DNK,1997,-29.441
Denmark,DNK,1998,-12.277
Denmark,DNK,1999,-9.04
Denmark,DNK,2000,-13.052
Denmark,DNK,2001,-0.08
Denmark,DNK,2002,-3.231
Denmark,DNK,2003,14.655
Denmark,DNK,2004,-17.772
Denmark,DNK,2005,-9.105
Denmark,DNK,2006,25.335
Denmark,DNK,2007,-16.161
Denmark,DNK,2008,-8.42
Denmark,DNK,2009,-13.687
Denmark,DNK,2010,4.66
Denmark,DNK,2011,-18.473
Denmark,DNK,2012,-18.716
Denmark,DNK,2013,6.217
Denmark,DNK,2014,-12.076
Denmark,DNK,2015,-9.253
Denmark,DNK,2016,3.222
Denmark,DNK,2017,-8.403
Denmark,DNK,2018,0.679
Denmark,DNK,2019,-11.544
Denmark,DNK,2020,-22.411
Ecuador,ECU,1966,0.349
Ecuador,ECU,1967,0.661
Ecuador,ECU,1968,1.741
Ecuador,ECU,1969,0.621
Ecuador,ECU,1970,2.282
Ecuador,ECU,1971,1.355
Ecuador,ECU,1972,0.713
Ecuador,ECU,1973,1.222
Ecuador,ECU,1974,2.844
Ecuador,ECU,1975,-0.108
Ecuador,ECU,1976,2.234
Ecuador,ECU,1977,4.608
Ecuador,ECU,1978,0.602
Ecuador,ECU,1979,1.457
Ecuador,ECU,1980,7.738
Ecuador,ECU,1981,4.512
Ecuador,ECU,1982,3.914
Ecuador,ECU,1983,-3.416
Ecuador,ECU,1984,0.761
Ecuador,ECU,1985,9.262
Ecuador,ECU,1986,0.77
Ecuador,ECU,1987,0.31
Ecuador,ECU,1988,9.449
Ecuador,ECU,1989,1.998
Ecuador,ECU,1990,2.435
Ecuador,ECU,1991,8.189
Ecuador,ECU,1992,-0.155
Ecuador,ECU,1993,0.782
Ecuador,ECU,1994,5.855
Ecuador,ECU,1995,-1.351
Ecuador,ECU,1996,9.597
Ecuador,ECU,1997,11.742
Ecuador,ECU,1998,0.703
Ecuador,ECU,1999,-12.599
Ecuador,ECU,2000,-7.391
Ecuador,ECU,2001,3.084
Ecuador,ECU,2002,-2.565
Ecuador,ECU,2003,2.777
Ecuador,ECU,2004,7.765
Ecuador,ECU,2005,7.997
Ecuador,ECU,2006,6.208
Ecuador,ECU,2007,1.1
Ecuador,ECU,2008,2.617
Ecuador,ECU,2009,2.684
Ecuador,ECU,2010,17.044
Ecuador,ECU,2011,2.587
Ecuador,ECU,2012,6.36
Ecuador,ECU,2013,8.874
Ecuador,ECU,2014,7.656
Ecuador,ECU,2015,-4.923
Ecuador,ECU,2016,-7.966
Ecuador,ECU,2017,-3.798
Ecuador,ECU,2018,9.667
Ecuador,ECU,2019,-5.102
Ecuador,ECU,2020,-27.752
Egypt,EGY,1966,4.513
Egypt,EGY,1967,-14.296
Egypt,EGY,1968,3.475
Egypt,EGY,1969,-18.67
Egypt,EGY,1970,15.992
Egypt,EGY,1971,1.5
Egypt,EGY,1972,9.96
Egypt,EGY,1973,-5.691
Egypt,EGY,1974,10.616
Egypt,EGY,1975,10.251
Egypt,EGY,1976,20.755
Egypt,EGY,1977,9.589
Egypt,EGY,1978,6.443
Egypt,EGY,1979,16.682
Egypt,EGY,1980,25.006
Egypt,EGY,1981,28.218
Egypt,EGY,1982,27.08
Egypt,EGY,1983,23.813
Egypt,EGY,1984,26.849
Egypt,EGY,1985,13.162
Egypt,EGY,1986,7.988
Egypt,EGY,1987,20.321
Egypt,EGY,1988,5.662
Egypt,EGY,1989,17.645
Egypt,EGY,1990,8.478
Egypt,EGY,1991,5.219
Egypt,EGY,1992,-3.464
Egypt,EGY,1993,-0.578
Egypt,EGY,1994,18.436
Egypt,EGY,1995,23.221
Egypt,EGY,1996,22.593
Egypt,EGY,1997,18.375
Egypt,EGY,1998,18.821
Egypt,EGY,1999,32.596
Egypt,EGY,2000,29.261
Egypt,EGY,2001,24.071
Egypt,EGY,2002,16.333
Egypt,EGY,2003,41.506
Egypt,EGY,2004,7.602
Egypt,EGY,2005,47.472
Egypt,EGY,2006,30.351
Egypt,EGY,2007,40.813
Egypt,EGY,2008,40.113
Egypt,EGY,2009,43.773
Egypt,EGY,2010,44.669
Egypt,EGY,2011,16.247
Egypt,EGY,2012,46.249
Egypt,EGY,2013,-5.718
Egypt,EGY,2014,-1.304
Egypt,EGY,2015,18.97
Egypt,EGY,2016,48.967
Egypt,EGY,2017,29.934
Egypt,EGY,2018,13.377
Egypt,EGY,2019,-5.739
Egypt,EGY,2020,-67.315
Estonia,EST,1986,-0.57
Estonia,EST,1987,1.783
Estonia,EST,1988,-2.033
Estonia,EST,1989,3.592
Estonia,EST,1990,-0.868
Estonia,EST,1991,-11.694
Estonia,EST,1992,-30.088
Estonia,EST,1993,-16.473
Estonia,EST,1994,0.357
Estonia,EST,1995,-4.176
Estonia,EST,1996,3.372
Estonia,EST,1997,-0.863
Estonia,EST,1998,-3.828
Estonia,EST,1999,-4.31
Estonia,EST,2000,1.273
Estonia,EST,2001,2.198
Estonia,EST,2002,-0.295
Estonia,EST,2003,4.866
Estonia,EST,2004,2.273
Estonia,EST,2005,-0.95
Estonia,EST,2006,-1.032
Estonia,EST,2007,8.122
Estonia,EST,2008,-3.248
Estonia,EST,2009,-8.267
Estonia,EST,2010,10.883
Estonia,EST,2011,1.929
Estonia,EST,2012,0.339
Estonia,EST,2013,3.227
Estonia,EST,2014,-2.352
Estonia,EST,2015,-5.261
Estonia,EST,2016,0.467
Estonia,EST,2017,5.299
Estonia,EST,2018,3.765
Estonia,EST,2019,-21.225
Estonia,EST,2020,-8.952
Finland,FIN,1966,12.924
Finland,FIN,1967,3.195
Finland,FIN,1968,15.151
Finland,FIN,1969,20.045
Finland,FIN,1970,14.485
Finland,FIN,1971,1.453
Finland,FIN,1972,11.019
Finland,FIN,1973,19.477
Finland,FIN,1974,-15.118
Finland,FIN,1975,4.773
Finland,FIN,1976,20.853
Finland,FIN,1977,-2.579
Finland,FIN,1978,14.326
Finland,FIN,1979,6.956
Finland,FIN,1980,-0.043
Finland,FIN,1981,-29.132
Finland,FIN,1982,-7.611
Finland,FIN,1983,-6.643
Finland,FIN,1984,8.727
Finland,FIN,1985,15.561
Finland,FIN,1986,3.067
Finland,FIN,1987,9.515
Finland,FIN,1988,-0.45
Finland,FIN,1989,3.593
Finland,FIN,1990,8.863
Finland,FIN,1991,0.259
Finland,FIN,1992,-5.868
Finland,FIN,1993,2.539
Finland,FIN,1994,21.333
Finland,FIN,1995,-19.563
Finland,FIN,1996,19.458
Finland,FIN,1997,-6.66
Finland,FIN,1998,-3.785
Finland,FIN,1999,-0.542
Finland,FIN,2000,-3.063
Finland,FIN,2001,13.112
Finland,FIN,2002,8.713
Finland,FIN,2003,27.618
Finland,FIN,2004,-20.329
Finland,FIN,2005,-30.008
Finland,FIN,2006,30.014
Finland,FIN,2007,-7.096
Finland,FIN,2008,-22.603
Finland,FIN,2009,-10.986
Finland,FIN,2010,24.692
Finland,FIN,2011,-24.514
Finland,FIN,2012,-19.437
Finland,FIN,2013,8.259
Finland,FIN,2014,-15.402
Finland,FIN,2015,-11.24
Finland,FIN,2016,9.966
Finland,FIN,2017,-9.577
Finland,FIN,2018,5.038
Finland,FIN,2019,-10.837
Finland,FIN,2020,-14.928
France,FRA,1966,13.25
France,FRA,1967,103.438
France,FRA,1968,60.577
France,FRA,1969,144.372
France,FRA,1970,124.91
France,FRA,1971,84.378
France,FRA,1972,114.048
France,FRA,1973,174.647
France,FRA,1974,-64.15
France,FRA,1975,-144.767
France,FRA,1976,171.181
France,FRA,1977,-59.839
France,FRA,1978,85.088
France,FRA,1979,45.5
France,FRA,1980,-98.022
France,FRA,1981,-155.348
France,FRA,1982,-89.843
France,FRA,1983,-42.293
France,FRA,1984,-46.451
France,FRA,1985,-6.87
France,FRA,1986,-27.149
France,FRA,1987,-10.637
France,FRA,1988,-12.712
France,FRA,1989,39.932
France,FRA,1990,29.532
France,FRA,1991,106.686
France,FRA,1992,-30.236
France,FRA,1993,-71.644
France,FRA,1994,-54.334
France,FRA,1995,33.444
France,FRA,1996,69.711
France,FRA,1997,-30.201
France,FRA,1998,94.247
France,FRA,1999,3.9
France,FRA,2000,-3.123
France,FRA,2001,5.733
France,FRA,2002,-27.906
France,FRA,2003,32.635
France,FRA,2004,11.997
France,FRA,2005,0.423
France,FRA,2006,-31.358
France,FRA,2007,-35.995
France,FRA,2008,-13.519
France,FRA,2009,-74.04
France,FRA,2010,22.298
France,FRA,2011,-106.788
France,FRA,2012,-2.875
France,FRA,2013,0.742
France,FRA,2014,-136.069
France,FRA,2015,27.84
France,FRA,2016,29.341
France,FRA,2017,15.018
France,FRA,2018,-33.081
France,FRA,2019,-19.708
France,FRA,2020,-180.129
Germany,DEU,1966,3.38
Germany,DEU,1967,-7.687
Germany,DEU,1968,198.717
Germany,DEU,1969,249.787
Germany,DEU,1970,172.588
Germany,DEU,1971,45.131
Germany,DEU,1972,117.966
Germany,DEU,1973,203.706
Germany,DEU,1974,-83.2
Germany,DEU,1975,-179.367
Germany,DEU,1976,246.039
Germany,DEU,1977,-53.921
Germany,DEU,1978,135.025
Germany,DEU,1979,207.025
Germany,DEU,1980,-157.375
Germany,DEU,1981,-162.199
Germany,DEU,1982,-169.437
Germany,DEU,1983,49.56
Germany,DEU,1984,74.344
Germany,DEU,1985,29.129
Germany,DEU,1986,-15.833
Germany,DEU,1987,-0.142
Germany,DEU,1988,-28.096
Germany,DEU,1989,-54.321
Germany,DEU,1990,-37.971
Germany,DEU,1991,-83.465
Germany,DEU,1992,-122.623
Germany,DEU,1993,-5.02
Germany,DEU,1994,-36.409
Germany,DEU,1995,6.091
Germany,DEU,1996,115.747
Germany,DEU,1997,-81.411
Germany,DEU,1998,-14.899
Germany,DEU,1999,-89
Germany,DEU,2000,-1.103
Germany,DEU,2001,68.605
Germany,DEU,2002,-52.325
Germany,DEU,2003,-3
Germany,DEU,2004,-38.246
Germany,DEU,2005,-58.555
Germany,DEU,2006,52.362
Germany,DEU,2007,-146.51
Germany,DEU,2008,11.777
Germany,DEU,2009,-207.452
Germany,DEU,2010,116.097
Germany,DEU,2011,-101.86
Germany,DEU,2012,19.895
Germany,DEU,2013,94.84
Germany,DEU,2014,-184.241
Germany,DEU,2015,17.971
Germany,DEU,2016,80.967
Germany,DEU,2017,3.256
Germany,DEU,2018,-113.478
Germany,DEU,2019,-146.055
Germany,DEU,2020,-259.008
Greece,GRC,1966,4.757
Greece,GRC,1967,8.955
Greece,GRC,1968,4.604
Greece,GRC,1969,3.552
Greece,GRC,1970,9.923
Greece,GRC,1971,22.223
Greece,GRC,1972,16.81
Greece,GRC,1973,24.76
Greece,GRC,1974,-4.362
Greece,GRC,1975,24.333
Greece,GRC,1976,21.186
Greece,GRC,1977,7.989
Greece,GRC,1978,0.84
Greece,GRC,1979,-29.855
Greece,GRC,1980,-1.453
Greece,GRC,1981,-4.596
Greece,GRC,1982,2.21
Greece,GRC,1983,4.726
Greece,GRC,1984,7.295
Greece,GRC,1985,11.941
Greece,GRC,1986,-0.802
Greece,GRC,1987,22.043
Greece,GRC,1988,14.744
Greece,GRC,1989,22.847
Greece,GRC,1990,10.627
Greece,GRC,1991,0.237
Greece,GRC,1992,7.765
Greece,GRC,1993,3.563
Greece,GRC,1994,4.205
Greece,GRC,1995,8.41
Greece,GRC,1996,5.576
Greece,GRC,1997,10.627
Greece,GRC,1998,21.117
Greece,GRC,1999,-2.931
Greece,GRC,2000,20.154
Greece,GRC,2001,6.593
Greece,GRC,2002,-1.496
Greece,GRC,2003,15.302
Greece,GRC,2004,-0.057
Greece,GRC,2005,0.081
Greece,GRC,2006,7.668
Greece,GRC,2007,16.434
Greece,GRC,2008,-15.257
Greece,GRC,2009,-21.219
Greece,GRC,2010,-25.328
Greece,GRC,2011,-1.103
Greece,GRC,2012,-27.159
Greece,GRC,2013,-31.929
Greece,GRC,2014,-13.411
Greece,GRC,2015,-3.565
Greece,GRC,2016,-5.766
Greece,GRC,2017,17.399
Greece,GRC,2018,-5.631
Greece,GRC,2019,16.938
Greece,GRC,2020,-58.217
Hong Kong,HKG,1966,2.224
Hong Kong,HKG,1967,5.167
Hong Kong,HKG,1968,2.735
Hong Kong,HKG,1969,6.372
Hong Kong,HKG,1970,3.182
Hong Kong,HKG,1971,2.578
Hong Kong,HKG,1972,6.594
Hong Kong,HKG,1973,2.048
Hong Kong,HKG,1974,1.355
Hong Kong,HKG,1975,-3.43
Hong Kong,HKG,1976,9.964
Hong Kong,HKG,1977,5.193
Hong Kong,HKG,1978,2.733
Hong Kong,HKG,1979,1.746
Hong Kong,HKG,1980,1.633
Hong Kong,HKG,1981,5.013
Hong Kong,HKG,1982,7.941
Hong Kong,HKG,1983,5.393
Hong Kong,HKG,1984,2.32
Hong Kong,HKG,1985,3.705
Hong Kong,HKG,1986,4.823
Hong Kong,HKG,1987,10.429
Hong Kong,HKG,1988,17.63
Hong Kong,HKG,1989,9.21
Hong Kong,HKG,1990,-3.502
Hong Kong,HKG,1991,5.032
Hong Kong,HKG,1992,25.54
Hong Kong,HKG,1993,15.573
Hong Kong,HKG,1994,-17.409
Hong Kong,HKG,1995,12.588
Hong Kong,HKG,1996,-0.09
Hong Kong,HKG,1997,2.102
Hong Kong,HKG,1998,3.541
Hong Kong,HKG,1999,2.388
Hong Kong,HKG,2000,8.854
Hong Kong,HKG,2001,51.945
Hong Kong,HKG,2002,-5.988
Hong Kong,HKG,2003,7.973
Hong Kong,HKG,2004,30.122
Hong Kong,HKG,2005,-11.436
Hong Kong,HKG,2006,15.66
Hong Kong,HKG,2007,18.262
Hong Kong,HKG,2008,-21.161
Hong Kong,HKG,2009,26.004
Hong Kong,HKG,2010,12.148
Hong Kong,HKG,2011,7.875
Hong Kong,HKG,2012,-12.583
Hong Kong,HKG,2013,8.475
Hong Kong,HKG,2014,-7.429
Hong Kong,HKG,2015,8.898
Hong Kong,HKG,2016,8.6
Hong Kong,HKG,2017,24.177
Hong Kong,HKG,2018,2.36
Hong Kong,HKG,2019,-16.956
Hong Kong,HKG,2020,-86.654
Hungary,HUN,1966,2.414
Hungary,HUN,1967,-8.517
Hungary,HUN,1968,6.693
Hungary,HUN,1969,13.139
Hungary,HUN,1970,15.398
Hungary,HUN,1971,6.934
Hungary,HUN,1972,7.14
Hungary,HUN,1973,18.943
Hungary,HUN,1974,7.627
Hungary,HUN,1975,14.715
Hungary,HUN,1976,18.43
Hungary,HUN,1977,14.872
Hungary,HUN,1978,21.091
Hungary,HUN,1979,-3.19
Hungary,HUN,1980,1.068
Hungary,HUN,1981,-3.423
Hungary,HUN,1982,1.439
Hungary,HUN,1983,-12.519
Hungary,HUN,1984,4.791
Hungary,HUN,1985,2.74
Hungary,HUN,1986,-4.232
Hungary,HUN,1987,4.678
Hungary,HUN,1988,-14.975
Hungary,HUN,1989,-9.984
Hungary,HUN,1990,-6.41
Hungary,HUN,1991,-21.432
Hungary,HUN,1992,-12.9
Hungary,HUN,1993,-7.823
Hungary,HUN,1994,1.609
Hungary,HUN,1995,3.24
Hungary,HUN,1996,4.878
Hungary,HUN,1997,-6.508
Hungary,HUN,1998,4.514
Hungary,HUN,1999,-1.286
Hungary,HUN,2000,-8.664
Hungary,HUN,2001,7.172
Hungary,HUN,2002,-2.302
Hungary,HUN,2003,8.607
Hungary,HUN,2004,0.329
Hungary,HUN,2005,11.794
Hungary,HUN,2006,-2.246
Hungary,HUN,2007,-8.486
Hungary,HUN,2008,-7.372
Hungary,HUN,2009,-26.449
Hungary,HUN,2010,4.077
Hungary,HUN,2011,-6.717
Hungary,HUN,2012,-17.819
Hungary,HUN,2013,-11.476
Hungary,HUN,2014,-2.409
Hungary,HUN,2015,12.457
Hungary,HUN,2016,4.927
Hungary,HUN,2017,12.585
Hungary,HUN,2018,2.04
Hungary,HUN,2019,-0.081
Hungary,HUN,2020,-4.994
Iceland,ISL,1966,0.419
Iceland,ISL,1967,-0.193
Iceland,ISL,1968,0.389
Iceland,ISL,1969,-0.53
Iceland,ISL,1970,0.118
Iceland,ISL,1971,0.519
Iceland,ISL,1972,0.454
Iceland,ISL,1973,1.08
Iceland,ISL,1974,-0.531
Iceland,ISL,1975,-0.451
Iceland,ISL,1976,0.033
Iceland,ISL,1977,0.32
Iceland,ISL,1978,0.393
Iceland,ISL,1979,-0.043
Iceland,ISL,1980,-0.46
Iceland,ISL,1981,0.004
Iceland,ISL,1982,-0.613
Iceland,ISL,1983,-0.01
Iceland,ISL,1984,0.474
Iceland,ISL,1985,0.032
Iceland,ISL,1986,0.194
Iceland,ISL,1987,0.332
Iceland,ISL,1988,0.319
Iceland,ISL,1989,0.552
Iceland,ISL,1990,0.114
Iceland,ISL,1991,-0.455
Iceland,ISL,1992,0.407
Iceland,ISL,1993,0.318
Iceland,ISL,1994,0.1
Iceland,ISL,1995,0.161
Iceland,ISL,1996,0.978
Iceland,ISL,1997,-0.148
Iceland,ISL,1998,0.148
Iceland,ISL,1999,0.099
Iceland,ISL,2000,0.486
Iceland,ISL,2001,-0.497
Iceland,ISL,2002,0.358
Iceland,ISL,2003,0.079
Iceland,ISL,2004,0.492
Iceland,ISL,2005,0.127
Iceland,ISL,2006,0.197
Iceland,ISL,2007,0.116
Iceland,ISL,2008,-0.929
Iceland,ISL,2009,-0.779
Iceland,ISL,2010,-0.318
Iceland,ISL,2011,-0.114
Iceland,ISL,2012,-0.065
Iceland,ISL,2013,0.539
Iceland,ISL,2014,0.165
Iceland,ISL,2015,0.932
Iceland,ISL,2016,1.187
Iceland,ISL,2017,1.251
Iceland,ISL,2018,1.002
Iceland,ISL,2019,-2.037
Iceland,ISL,2020,-2.728
India,IND,1966,16.453
India,IND,1967,12.976
India,IND,1968,35.346
India,IND,1969,65.965
India,IND,1970,-23.486
India,IND,1971,22.882
India,IND,1972,44.511
India,IND,1973,8.323
India,IND,1974,54.958
India,IND,1975,47.927
India,IND,1976,40.578
India,IND,1977,49.975
India,IND,1978,9.261
India,IND,1979,67.681
India,IND,1980,31.588
India,IND,1981,119.867
India,IND,1982,14.915
India,IND,1983,71.764
India,IND,1984,76.46
India,IND,1985,87.543
India,IND,1986,107.639
India,IND,1987,117.074
India,IND,1988,140.59
India,IND,1989,161.055
India,IND,1990,141.392
India,IND,1991,107.076
India,IND,1992,133.703
India,IND,1993,61.549
India,IND,1994,115.784
India,IND,1995,209.621
India,IND,1996,134.818
India,IND,1997,161.184
India,IND,1998,152.851
India,IND,1999,97.891
India,IND,2000,185.544
India,IND,2001,20.223
India,IND,2002,123.716
India,IND,2003,138.431
India,IND,2004,236.039
India,IND,2005,273.076
India,IND,2006,190.895
India,IND,2007,374.139
India,IND,2008,322.732
India,IND,2009,427.112
India,IND,2010,248.328
India,IND,2011,265.254
India,IND,2012,365.194
India,IND,2013,217.287
India,IND,2014,454.016
India,IND,2015,251.801
India,IND,2016,330.094
India,IND,2017,269.589
India,IND,2018,478.233
India,IND,2019,100.731
India,IND,2020,-559.704
Indonesia,IDN,1966,-2.24
Indonesia,IDN,1967,-1.861
Indonesia,IDN,1968,3.672
Indonesia,IDN,1969,10.916
Indonesia,IDN,1970,4.974
Indonesia,IDN,1971,3.244
Indonesia,IDN,1972,6.596
Indonesia,IDN,1973,12.853
Indonesia,IDN,1974,8.234
Indonesia,IDN,1975,29.072
Indonesia,IDN,1976,10.251
Indonesia,IDN,1977,52.04
Indonesia,IDN,1978,25.397
Indonesia,IDN,1979,34.346
Indonesia,IDN,1980,19.876
Indonesia,IDN,1981,25.963
Indonesia,IDN,1982,6.028
Indonesia,IDN,1983,18.141
Indonesia,IDN,1984,28.765
Indonesia,IDN,1985,22.684
Indonesia,IDN,1986,39.416
Indonesia,IDN,1987,25.408
Indonesia,IDN,1988,25.089
Indonesia,IDN,1989,49.904
Indonesia,IDN,1990,52.676
Indonesia,IDN,1991,49.483
Indonesia,IDN,1992,58.451
Indonesia,IDN,1993,43.301
Indonesia,IDN,1994,54.242
Indonesia,IDN,1995,51.179
Indonesia,IDN,1996,56.545
Indonesia,IDN,1997,87.483
Indonesia,IDN,1998,-31.921
Indonesia,IDN,1999,89.244
Indonesia,IDN,2000,88.398
Indonesia,IDN,2001,74.375
Indonesia,IDN,2002,46.33
Indonesia,IDN,2003,101.553
Indonesia,IDN,2004,-8.525
Indonesia,IDN,2005,31.633
Indonesia,IDN,2006,25.208
Indonesia,IDN,2007,103.225
Indonesia,IDN,2008,-4.241
Indonesia,IDN,2009,58.013
Indonesia,IDN,2010,140.28
Indonesia,IDN,2011,145.779
Indonesia,IDN,2012,119.304
Indonesia,IDN,2013,52.304
Indonesia,IDN,2014,-155.482
Indonesia,IDN,2015,33.251
Indonesia,IDN,2016,-10.249
Indonesia,IDN,2017,82.285
Indonesia,IDN,2018,156.47
Indonesia,IDN,2019,138.122
Indonesia,IDN,2020,-296.543
Iran,IRN,1966,8.367
Iran,IRN,1967,10.196
Iran,IRN,1968,11.155
Iran,IRN,1969,12.021
Iran,IRN,1970,24.763
Iran,IRN,1971,15.291
Iran,IRN,1972,21.867
Iran,IRN,1973,41.835
Iran,IRN,1974,32.108
Iran,IRN,1975,45.698
Iran,IRN,1976,39.618
Iran,IRN,1977,48.092
Iran,IRN,1978,-15.907
Iran,IRN,1979,34.741
Iran,IRN,1980,-32.501
Iran,IRN,1981,-0.034
Iran,IRN,1982,51.523
Iran,IRN,1983,86.558
Iran,IRN,1984,45.265
Iran,IRN,1985,53.636
Iran,IRN,1986,-44.071
Iran,IRN,1987,41.221
Iran,IRN,1988,11.548
Iran,IRN,1989,65.873
Iran,IRN,1990,88.389
Iran,IRN,1991,74.191
Iran,IRN,1992,82.559
Iran,IRN,1993,-76.605
Iran,IRN,1994,118.752
Iran,IRN,1995,44.979
Iran,IRN,1996,91.487
Iran,IRN,1997,43.746
Iran,IRN,1998,44.798
Iran,IRN,1999,102.892
Iran,IRN,2000,69.023
Iran,IRN,2001,94.653
Iran,IRN,2002,122.961
Iran,IRN,2003,25.415
Iran,IRN,2004,169.13
Iran,IRN,2005,101.289
Iran,IRN,2006,168.522
Iran,IRN,2007,135.563
Iran,IRN,2008,98.402
Iran,IRN,2009,62.486
Iran,IRN,2010,30.656
Iran,IRN,2011,107.905
Iran,IRN,2012,19.211
Iran,IRN,2013,81.166
Iran,IRN,2014,122.288
Iran,IRN,2015,-9.001
Iran,IRN,2016,118.332
Iran,IRN,2017,102.805
Iran,IRN,2018,187.291
Iran,IRN,2019,111.66
Iran,IRN,2020,35.431
Iraq,IRQ,1966,2.302
Iraq,IRQ,1967,0.209
Iraq,IRQ,1968,1.525
Iraq,IRQ,1969,4.217
Iraq,IRQ,1970,7.629
Iraq,IRQ,1971,3.44
Iraq,IRQ,1972,7.415
Iraq,IRQ,1973,-1.389
Iraq,IRQ,1974,-0.966
Iraq,IRQ,1975,4.375
Iraq,IRQ,1976,13.929
Iraq,IRQ,1977,1.693
Iraq,IRQ,1978,-2.889
Iraq,IRQ,1979,15.313
Iraq,IRQ,1980,16.156
Iraq,IRQ,1981,-0.387
Iraq,IRQ,1982,4.234
Iraq,IRQ,1983,10.493
Iraq,IRQ,1984,10.576
Iraq,IRQ,1985,21.792
Iraq,IRQ,1986,15.535
Iraq,IRQ,1987,25.972
Iraq,IRQ,1988,31.267
Iraq,IRQ,1989,26.519
Iraq,IRQ,1990,-23.84
Iraq,IRQ,1991,-67.87
Iraq,IRQ,1992,79.508
Iraq,IRQ,1993,83.515
Iraq,IRQ,1994,47.241
Iraq,IRQ,1995,-9.133
Iraq,IRQ,1996,15.532
Iraq,IRQ,1997,65.184
Iraq,IRQ,1998,-132.378
Iraq,IRQ,1999,-71.024
Iraq,IRQ,2000,64.819
Iraq,IRQ,2001,36.192
Iraq,IRQ,2002,-20.87
Iraq,IRQ,2003,-24.238
Iraq,IRQ,2004,17.284
Iraq,IRQ,2005,-10.538
Iraq,IRQ,2006,6.253
Iraq,IRQ,2007,19.614
Iraq,IRQ,2008,16.285
Iraq,IRQ,2009,39.969
Iraq,IRQ,2010,22.726
Iraq,IRQ,2011,24.551
Iraq,IRQ,2012,24.202
Iraq,IRQ,2013,34.62
Iraq,IRQ,2014,-15.73
Iraq,IRQ,2015,0.278
Iraq,IRQ,2016,66.962
Iraq,IRQ,2017,-4.003
Iraq,IRQ,2018,25.628
Iraq,IRQ,2019,52.958
Iraq,IRQ,2020,-36.82
Ireland,IRL,1966,8.418
Ireland,IRL,1967,6.501
Ireland,IRL,1968,13.766
Ireland,IRL,1969,0.868
Ireland,IRL,1970,-20.999
Ireland,IRL,1971,3.927
Ireland,IRL,1972,3.74
Ireland,IRL,1973,4.38
Ireland,IRL,1974,1.084
Ireland,IRL,1975,-4.964
Ireland,IRL,1976,1.526
Ireland,IRL,1977,5.139
Ireland,IRL,1978,3.786
Ireland,IRL,1979,9.296
Ireland,IRL,1980,-3.396
Ireland,IRL,1981,-2.502
Ireland,IRL,1982,-0.531
Ireland,IRL,1983,-1.341
Ireland,IRL,1984,-0.745
Ireland,IRL,1985,4.234
Ireland,IRL,1986,7.724
Ireland,IRL,1987,1.904
Ireland,IRL,1988,-1.07
Ireland,IRL,1989,3.789
Ireland,IRL,1990,5.564
Ireland,IRL,1991,4.061
Ireland,IRL,1992,0.62
Ireland,IRL,1993,2.777
Ireland,IRL,1994,4.478
Ireland,IRL,1995,3.142
Ireland,IRL,1996,7.501
Ireland,IRL,1997,5.972
Ireland,IRL,1998,10.01
Ireland,IRL,1999,9.206
Ireland,IRL,2000,6.471
Ireland,IRL,2001,10.82
Ireland,IRL,2002,-2.202
Ireland,IRL,2003,-4.008
Ireland,IRL,2004,1.652
Ireland,IRL,2005,6.574
Ireland,IRL,2006,2.304
Ireland,IRL,2007,4.874
Ireland,IRL,2008,-3.34
Ireland,IRL,2009,-18.695
Ireland,IRL,2010,0.42
Ireland,IRL,2011,-13.456
Ireland,IRL,2012,-1.909
Ireland,IRL,2013,-4.485
Ireland,IRL,2014,-2.652
Ireland,IRL,2015,6.552
Ireland,IRL,2016,8.198
Ireland,IRL,2017,-3.234
Ireland,IRL,2018,0.842
Ireland,IRL,2019,-4.597
Ireland,IRL,2020,-17.199
Israel,ISR,1966,2.187
Israel,ISR,1967,2.136
Israel,ISR,1968,2.43
Israel,ISR,1969,2.264
Israel,ISR,1970,2.182
Israel,ISR,1971,2.338
Israel,ISR,1972,2.606
Israel,ISR,1973,2.9
Israel,ISR,1974,1.411
Israel,ISR,1975,2.022
Israel,ISR,1976,3.844
Israel,ISR,1977,3.282
Israel,ISR,1978,5.009
Israel,ISR,1979,7.648
Israel,ISR,1980,5.814
Israel,ISR,1981,1.647
